what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457056453788
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457056455286
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457056460048
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457056461495
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457056487211
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1457056490643
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1457056491544
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457056491910
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457056521238
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1457056523472
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1457056523583
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1457056523607
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1457056523685
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1457056523774
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1457056525608
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457056530273
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457056532695
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1457056534911
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1457056535086
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1457056535952
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1457056536540
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457056536993
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457056537624
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457056555719
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457056582007
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1457056608494
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457056609321
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457056622643
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457056633082
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457056665992
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457056687733
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457056872297
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457056943841
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457056956454
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457056957312
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457057012123
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1457057018135
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1457057033877
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457057041580
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457057060711
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1457057066245
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1457057066922
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457057103410
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457057155170
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1457057158872
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1457057159600
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457057170673
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457057182598
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1457057185526
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1457057185946
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457057187023
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457057187464
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1457057197837
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1457057203649
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1457057204322
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457057204866
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457057210520
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1457057212332
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1457057212939
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1457057214329
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1457057227693
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457057228292
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457057228688
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457057260169
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457057314572
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1457057318818
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1457057318823
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1457057318828
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1457057318835
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1457057319501
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1457057320775
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1457057323886
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1457057325577
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1457057327122
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1457057327337
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1457057327657
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1457057327945
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1457057328381
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1457057329035
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1457057329800
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1457057330010
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1457057331185
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1457057335898
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457057337818
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457057340406
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1457057358077
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457057367118
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457057616190
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1457057618869
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1457057619542
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1457057620084
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1457057623717
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1457057625824
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457057631160
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1457057633255
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457057634059
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1457057634290
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1457057634376
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457057636220
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457057644136
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1457057646469
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1457057647630
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1457057648203
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1457057651512
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1457057653182
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1457057653997
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457057666814
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457057705882
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1457057712785
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1457057724494
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457057727843
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457057728849
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457057729154
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457057730279
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457057730736
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457057826827
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457057826976
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457057828523
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1457057831118
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1457057835535
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1457057838108
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1457057844424
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1457057848070
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1457057849082
